future_irr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Jun-2039	6817491.98038061	269573.017569103	59492.6111638521	45141.9744495961	42119.3782878913	191359.935354787	17032.3185839762	3430304.02635989	0	947820.463140306	157761.861192796
Jul-2039	2184387.29945289	163114.626697597	28252.7033380896	9196.84992281852	34267.0468479099	215960.627139103	12350.455427818	1898964.13518867	0	484032.744835917	87487.3737166542
Aug-2039	675001.48098149	52107.9845392191	13770.6911168254	3855.14644822193	27542.834460755	202066.068907322	9368.10245974839	1611539.26560655	0	242026.919093968	66628.2668797275
Sep-2039	291678.290910606	29370.6301885949	6990.67956368141	2498.04446982668	22316.9099039198	224797.570581117	7016.32007093612	969127.30428304	0	145585.72590416	51333.347326851
Oct-2040	1087717.32348803	96652.5392237855	29293.6620465272	18218.4497052058	28215.0883683086	66446.4669595103	15912.8750252945	392091.094760533	0	266604.177386742	59520.8639310398
Nov-2040	613683.473721047	71839.0652858212	44210.7563195674	8644.23191111165	46061.5646371533	22348.4169814728	23309.5834780496	69325.7016568136	0	362452.872132169	90999.8298499933
Dec-2040	565753.896677532	70892.0500558131	38317.70038308	8879.6524592137	48004.3534755917	10960.0486805985	19996.177618645	141775.198003346	0	381996.593555984	97875.4708526173
Jan-2040	2180150.89137425	197712.531875858	970261.406933982	255152.127879685	457455.304933693	0	239910.618654857	0	0	1183228.21891989	442337.365095107
Feb-2040	9011295.83247119	810672.200855093	1875299.02436901	868872.495654261	4069054.73373564	0	938576.641941008	0	0	5989263.04544818	3031767.76549472
Mar-2040	1015551.2005076	140455.06613277	180978.449371889	58509.7728673355	242908.037944385	0	64643.9808993945	0	0	720575.580729953	242112.930792935
Apr-2040	2475024.98693201	137327.751620123	122779.20383824	50146.9364894845	109639.432130292	0	42852.6761113966	116621.392482183	0	1264591.56897619	347353.142690318
